=== Sequential: Win Rate by Board Size (500 samples, 100 games) ===
beginner (9x9, 10 mines):

  Games: 1/100  Wins: 1
  Games: 100/100  Wins: 64

Benchmark (16x16, 40 mines, 500 samples/game)
  Win rate  : 64/100  (64.0%)
  Total time: 346.28s  (3.46s/game)
expert (16x30, 99 mines):

  Games: 1/100  Wins: 0
  Games: 2/100  Wins: 0
  Games: 3/100  Wins: 0
  Games: 4/100  Wins: 0
  Games: 5/100  Wins: 0
  Games: 6/100  Wins: 1
  Games: 7/100  Wins: 1
  Games: 8/100  Wins: 1
  Games: 9/100  Wins: 1
  Games: 10/100  Wins: 1
  Games: 11/100  Wins: 1
  Games: 12/100  Wins: 1
  Games: 13/100  Wins: 1
  Games: 14/100  Wins: 1
  Games: 15/100  Wins: 1
  Games: 16/100  Wins: 1
  Games: 17/100  Wins: 1
  Games: 18/100  Wins: 1
  Games: 19/100  Wins: 1
  Games: 20/100  Wins: 1
  Games: 21/100  Wins: 1
  Games: 22/100  Wins: 1
  Games: 23/100  Wins: 1
  Games: 24/100  Wins: 1
  Games: 25/100  Wins: 1
  Games: 26/100  Wins: 1
  Games: 27/100  Wins: 1
  Games: 28/100  Wins: 1
  Games: 29/100  Wins: 1
  Games: 30/100  Wins: 1
  Games: 31/100  Wins: 1
  Games: 32/100  Wins: 1
  Games: 33/100  Wins: 1
  Games: 34/100  Wins: 1
  Games: 35/100  Wins: 1
  Games: 36/100  Wins: 1
  Games: 37/100  Wins: 1
  Games: 38/100  Wins: 1
  Games: 39/100  Wins: 1
  Games: 40/100  Wins: 1
  Games: 41/100  Wins: 1
  Games: 42/100  Wins: 1
  Games: 43/100  Wins: 1
  Games: 44/100  Wins: 1
  Games: 45/100  Wins: 1
  Games: 46/100  Wins: 1
  Games: 47/100  Wins: 1
  Games: 48/100  Wins: 1
  Games: 49/100  Wins: 1
  Games: 50/100  Wins: 1
  Games: 51/100  Wins: 1
  Games: 52/100  Wins: 1
  Games: 53/100  Wins: 1
  Games: 54/100  Wins: 1
  Games: 55/100  Wins: 1
  Games: 56/100  Wins: 1
  Games: 57/100  Wins: 1
  Games: 58/100  Wins: 1
  Games: 59/100  Wins: 1
  Games: 60/100  Wins: 1
  Games: 61/100  Wins: 1
  Games: 62/100  Wins: 1
  Games: 63/100  Wins: 1
  Games: 64/100  Wins: 1
  Games: 65/100  Wins: 1
  Games: 66/100  Wins: 1
  Games: 67/100  Wins: 1
  Games: 68/100  Wins: 1
  Games: 69/100  Wins: 1
  Games: 70/100  Wins: 1
  Games: 71/100  Wins: 1
  Games: 72/100  Wins: 1
  Games: 73/100  Wins: 1
  Games: 74/100  Wins: 1
  Games: 75/100  Wins: 1
  Games: 76/100  Wins: 1
  Games: 77/100  Wins: 1
  Games: 78/100  Wins: 1
  Games: 79/100  Wins: 1
  Games: 80/100  Wins: 1
  Games: 81/100  Wins: 1
  Games: 82/100  Wins: 1
  Games: 83/100  Wins: 1
  Games: 84/100  Wins: 1
  Games: 85/100  Wins: 1
  Games: 86/100  Wins: 1
  Games: 87/100  Wins: 1
  Games: 88/100  Wins: 1
  Games: 89/100  Wins: 1
  Games: 90/100  Wins: 1
  Games: 91/100  Wins: 1
  Games: 92/100  Wins: 1
  Games: 93/100  Wins: 1
  Games: 94/100  Wins: 1
  Games: 95/100  Wins: 1
  Games: 96/100  Wins: 1
  Games: 97/100  Wins: 1
  Games: 98/100  Wins: 1
  Games: 99/100  Wins: 1
  Games: 100/100  Wins: 1

Benchmark (16x30, 99 mines, 500 samples/game)
  Win rate  : 1/100  (1.0%)
  Total time: 289.15s  (2.89s/game)
